id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A11US3Ge,"As a quality control inspector, I want the ML-ACS to compare authentic and potentially counterfeit products based on the",Computer Networks,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US4Ge,"As a researcher, I want to explore the impact of different printing and imaging devices on CDP patterns using the platfo",Medicine,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US5Ge,"As a data scientist, I want the system to allow for training with paired, unpaired, or hybrid datasets depending on data",Health,Computer Vision,ERRO,Medium,classification; regression; representation learning,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US6Ge,"As a system developer, I want the ML-ACS to adapt to different image formats and resolutions commonly used in product pa",Law,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US7Ge,"As a security consultant, I want the platform to be secure and prevent unauthorized access to sensitive CDP designs and ",Finance & Marketing,Computer Vision,ERRO,Medium,anomaly detection,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type
A11US8Ge,"As a manufacturer, I want the ML-ACS to integrate with existing design and printing workflows, streamlining the incorpor",Medicine,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US9Ge,"As a law enforcement officer investigating counterfeiting, I want the system to analyze CDP patterns from seized product",Biology,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US10Ge,"As a policymaker, I want to explore how the ML-ACS can be used to strengthen anti- counterfeiting regulations and enforc",Finance & Marketing,Computer Vision,ERRO,Medium,anomaly detection; classification; classification; representation learning,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; gender; race; sex; geography,age; gender; geography; race; skin color; skin tone; skin type
A11US1Ll,"As a researcher, I want to be able to train the digital twin model using paired data (digital templates and correspondin",Biology,Computer Vision,ERRO,Medium,classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,,age; gender; geography; race; skin color; skin tone; skin type
A11US2Ll,"As a security expert, I want to use the digital twin model to detect counterfeit products by comparing the predicted pri",Finance & Marketing,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; geography; race; sex; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US3Ll,"As a developer, I want to be able to modify the architectural design of the digital twin model (e.g., switch from pix2pi",Medicine,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US4Ll,"As a user, I want to be able to provide unpaired data (digital templates and printed images without matching pairs) to t",Transportation,Computer Vision,ERRO,Medium,regression,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,geography; race,age; gender; geography; race; skin color; skin tone; skin type
A11US5Ll,"As a researcher, I want to evaluate the performance of the digital twin model using various metrics (e.g., PSNR, SSIM, L",Biology,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US6Ll,"As a developer, I want to be able to integrate the digital twin model with existing printing and imaging devices so that",Medicine,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US7Ll,"As a security expert, I want to use the digital twin model to generate digital templates from printed CDP so that I can ",Finance & Marketing,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US8Ll,"As a researcher, I want to compare the performance of the digital twin model with state-of- the-art methods for image-to",Medicine,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US9Ll,"As a developer, I want to access the simulation code and extended results of the digital twin model so that I can reprod",Medicine,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US10Ll,"As a user, I want to be able to use the digital twin model in a variety of practical setups (e.g., different printing an",Transportation,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US1O1,"As a security engineer, I want to generate accurate printed CDP from digital templates, so that anti- counterfeiting fea",Finance & Marketing,Computer Vision,ERRO,Medium,anomaly detection; classification; classification; ranking; representation learning,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; gender; race; sex; geography; activity,age; gender; geography; race; skin color; skin tone; skin type
A11US2O1,"As a quality assurance specialist, I want the system to support both paired and unpaired training data, so that I can tr",Demograpy,Computer Vision,ERRO,Medium,classification; regression,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,,age; gender; geography; race; skin color; skin tone; skin type
A11US3O1,"As a machine learning engineer, I want the digital twin to use variational approximations of mutual information, so that",Computer Networks,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US4O1,"As a product manager, I want the digital twin architecture to be scalable and adaptable to multiple printing and imaging",Literature,Computer Vision,ERRO,Medium,ranking,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,gender,age; gender; geography; race; skin color; skin tone; skin type
A11US5O1,"As a data scientist, I want the model to extend architectures like pix2pix and CycleGAN for image-to-image translation, ",Biology,Computer Vision,ERRO,Medium,classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,,age; gender; geography; race; skin color; skin tone; skin type
A11US6O1,"As a system architect, I want the digital twin to handle hybrid datasets combining paired and unpaired data, so that the",Law,Computer Vision,ERRO,Medium,regression,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; ethnicity; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone; skin type
A11US7O1,"As a researcher, I want to evaluate the influence of various architectural factors, metrics, and discriminators on syste",Medicine,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US8O1,"As an anti- counterfeiting specialist, I want the digital twin to accurately predict printed CDP back to their digital v",Law,Computer Vision,ERRO,Medium,classification; classification,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; geography; race; sex; ethnicity; gender,age; gender; geography; race; skin color; skin tone; skin type
A11US9O1,"As a technical lead, I want the system to be compatible with any type of printing and imaging devices, so that the digit",Literature,Computer Vision,ERRO,Medium,,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Sim,,age; gender; geography; race; skin color; skin tone; skin type
A11US10O1,"As a competitive analyst, I want the digital twin to include comparison capabilities with state-of-the-art image-to-imag",Finance & Marketing,Computer Vision,ERRO,Medium,anomaly detection; classification; classification; data summarization; ranking; representation learning; resource allocation,Representation Learning; Anomaly Detection; Data Summarization; Entity Resolution; Bias Detection in Language Models,Não,age; gender; race; sex; geography; activity,age; gender; geography; race; skin color; skin tone; skin type
A12US1Ge,"As a law enforcement officer, I want to use the FVVI to identify high-risk communities for firearm violence to allocate ",Health,Social Work,ERRO,Low,classification; regression,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US2Ge,"As a public health official, I want to use the FVVI to target social programs and interventions in areas with the highes",Health,Social Work,ERRO,Low,classification; graph diffusion; regression; representation learning,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US3Ge,"As a community leader, I want to access the FVVI data for my community to understand the factors contributing to local f",Movies,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US4Ge,"As a researcher, I want to be able to analyze the FVVI model and identify the population characteristics that have the s",Health,Social Work,ERRO,Low,classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US5Ge,"As a policymaker, I want to use the FVVI data to inform the development of data-driven strategies for firearm violence p",Finance & Marketing,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US6Ge,"As a data scientist, I want the system to be able to incorporate additional data sources (e.g., mental health statistics",Health,Social Work,ERRO,Low,classification; regression; representation learning,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US7Ge,"As a civil liberties advocate, I want the system to be designed with safeguards to prevent misuse and ensure that indivi",Demography,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US8Ge,"As a public health researcher, I want the system to be transparent about the methodology used to develop the FVVI and al",Health,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US9Ge,"As a community organizer, I want the FVVI to be accompanied by resources and guidance for implementing effective prevent",Dermatology,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US10Ge,"As a system developer, I want the FVVI to be accessible through a user-friendly interface that allows users to easily vi",Law,Social Work,ERRO,Low,classification; classification; representation learning,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; race; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US1Ll,"As a public health official, I want to access accurate firearm assault data to inform prevention strategies and reduce f",Health,Social Work,ERRO,Low,classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US2Ll,"As a researcher, I want to develop a novel machine- learning algorithm, the Firearm Violence Vulnerability Index (FVVI),",Biology,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US3Ll,"As a community leader, I want to use the FVVI to predict where rates of firearm violence are highest in my city, so that",Biology,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US4Ll,"As a data analyst, I want to merge open-access shooting incident data with population characteristics derived from the A",Biology,Social Work,ERRO,Low,classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US5Ll,"As a machine learning engineer, I want to use XGBoost, a decision tree-based machine-learning algorithm, to construct th",Computer Networks,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US6Ll,"As a policy maker, I want to use the FVVI to identify population characteristics that have the greatest impact on firear",Finance & Marketing,Social Work,ERRO,Low,anomaly detection; classification; classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; gender; race; sex; geography,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US7Ll,"As a researcher, I want to evaluate the predictive power of the FVVI model using a test set of unseen data from Chicago,",Medicine,Social Work,ERRO,Low,classification; classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US8Ll,"As a community leader, I want to use the FVVI to fill gaps in currently available firearm violence data and identify are",Movies,Social Work,ERRO,Low,data summarization,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US9Ll,"As a public health official, I want to disseminate the FVVI as a standardized risk tool to enhance firearm violence rese",Health,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US10Ll,"As a researcher, I want to use the FVVI to analyze the effectiveness of different prevention programs and interventions,",Biology,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US1O1,"As a public health official, I want to use the Firearm Violence Vulnerability Index (FVVI) to identify high-risk communi",Health,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US2O1,"As a data scientist, I want to develop the FVVI using XGBoost with population characteristics, so that the model accurat",Biology,Social Work,ERRO,Low,classification; graph mining,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US3O1,"As a policymaker, I want access to the FVVI’s predictions, so that I can allocate resources to areas most vulnerable to ",Finance & Marketing,Social Work,ERRO,Low,anomaly detection; classification; classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; gender; race; sex; geography,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US4O1,"As a community leader, I want to understand the factors influencing the FVVI, so that I can address underlying social is",Movies,Social Work,ERRO,Low,data summarization; ranking; representation learning,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US5O1,"As a researcher, I want the FVVI to fill data gaps in firearm assault information, so that I can conduct more comprehens",Health,Social Work,ERRO,Low,classification,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US6O1,"As a public safety analyst, I want the FVVI to forecast shooting incident rates at a granular geographic level, so that ",Biology,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US7O1,"As a grant writer, I want to utilize the FVVI’s standardized risk assessments, so that I can secure funding for targeted",Literature,Social Work,ERRO,Low,,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Sim,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US8O1,"As a city planner, I want to integrate FVVI data into urban development plans, so that I can create safer community envi",Movies,Social Work,ERRO,Low,representation learning,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US9O1,"As a law enforcement strategist, I want to leverage the FVVI to identify hotspots for firearm violence, so that I can de",Biology,Social Work,ERRO,Low,graph mining,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,,age; geography; race; sex; ethnicity; gender; sexual orientation
A12US10O1,"As a public health researcher, I want the FVVI to incorporate diverse population characteristics, so that the model rema",Health,Social Work,ERRO,Low,classification; matching,Classification; Regression; Ranking; Representation Learning; Clustering; Anomaly Detection; Districting; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; ethnicity; gender; sexual orientation
A13US1Ge,"As a drug researcher, I want to use AI-DrugNet to identify existing drugs that could be repurposed for treating Alzheime",Literature,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US2Ge,"As a pharmaceutical company scientist, I want the platform to predict potential combinations of existing drugs that may ",Pharmacology,Pharmacology,OK,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US3Ge,"As a neurologist, I want to use AI- DrugNet to explore potential treatment options for my patients with AD that could be",Biology,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US4Ge,"As a computational biologist, I want to access the underlying network model and data used in AI-DrugNet to understand th",Biology,Pharmacology,ERRO,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
A13US5Ge,"As a data scientist, I want the platform to allow for the integration of additional disease data and drug- target intera",Health,Pharmacology,ERRO,High,representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; ethnicity; gender; geography; sex,age; sex; ethnicity
A13US6Ge,"As a regulatory scientist, I want the AI-DrugNet predictions to be accompanied by information on the existing safety and",Health,Pharmacology,ERRO,High,classification; regression; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,age; sex; ethnicity
A13US7Ge,"As a patient advocate, I want the platform to be transparent about the limitations of AI- based predictions and the need",Finance & Marketing,Pharmacology,ERRO,High,anomaly detection; classification; classification; ranking; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; gender; race; sex; geography; activity,age; sex; ethnicity
A13US8Ge,"As a system developer, I want AI-DrugNet to be user-friendly and allow researchers to input specific drug targets or dis",Law,Pharmacology,ERRO,High,clustering; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; ethnicity; gender; geography; race; sex,age; sex; ethnicity
A13US9Ge,"As a drug discovery company executive, I want the platform to offer different subscription tiers with access to addition",Literature,Pharmacology,ERRO,High,clustering; ranking,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,author; gender; textual references to people and their demographics,age; sex; ethnicity
A13US10Ge,"As a policymaker, I want to explore how AI-DrugNet can be integrated into drug discovery pipelines to streamline the dev",Finance & Marketing,Pharmacology,ERRO,High,resource allocation,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; race; sex; geography,age; sex; ethnicity
A13US1Ll,"As a researcher, I want to develop a novel prediction framework to identify potential repurposed drug therapies for Alzh",Biology,Pharmacology,ERRO,High,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,age; sex; ethnicity
A13US2Ll,"As a pharmaceutical company, I want to use a deep learning-based framework to identify potential drug combinations for A",Pharmacology,Pharmacology,OK,High,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Clustering; Anomaly Detection; Districting; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Resource Allocation; Subset Selection; Data Summarization; Graph Mining; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,age; sex; ethnicity
