id,User Story,refair_domain,refair_ml_tasks,refair_features,refair_features_por_task,ml_task_vazio,erro
A8US8O1,as a privacy officer i want all patient data to be anonymized and securely stored so patient privacy is maintained while using the anomaly detection system,Health,anomaly detection; bias detection in language models; bias detection in word embeddings; machine translation; sentiment analysis; speech recognition,age; gender; sex; ethnicity; geography,"anomaly detection: age, gender, sex | bias detection in language models: gender, age, ethnicity, geography, sex | bias detection in word embeddings: sex, gender | machine translation: gender | sentiment analysis: sex | speech recognition: gender, geography",Não,
A8US9O1,as a researcher i want to analyze the performance of different clustering algorithms in detecting health anomalies so i can contribute to improving machine learning models in healthcare,Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A8US10O1,as a patient i want the wearable device to provide feedback on my health status based on detected anomalies so i can take proactive measures to maintain my well being,Endocrinology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; districting; machine translation; ranking; regression; sentiment analysis; speech recognition; task assignment,age; gender; race,"anomaly detection: age, gender, race | bias detection in language models: gender, race, age | bias detection in word embeddings: race, gender | classification: age, race, gender | districting: race | machine translation: gender | ranking: age, gender, race | regression: age, gender, race | sentiment analysis: race | speech recognition: gender | task assignment: age",Não,
A9US1Ge,as a doctor diagnosing heart disease i want a fast and accurate prediction tool that can handle missing data in patient records,Cardiology,classification; ranking,age; race; sex,"classification: age, race, sex | ranking: age, race, sex",Não,
A9US2Ge,as a researcher developing clinical decision support systems i want to explore machine learning techniques like fuzzy svm for improved heart disease diagnosis,Information Systems,classification; data summarization; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A9US3Ge,as a healthcare administrator i am concerned about the computational cost of diagnostic tools i want a system that uses incremental learning to reduce processing time for heart disease prediction,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US4Ge,as a data scientist working with medical datasets i want tools like principal component analysis pca and self organizing maps som to help me pre process and analyze data for heart disease diagnosis,Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US5Ge,as a patient undergoing a heart disease diagnosis i want to be assured that the tools used are accurate and up to date with the latest medical data,Cardiology,classification; ranking,age; race; sex,"classification: age, race, sex | ranking: age, race, sex",Não,
A9US6Ge,as a developer of the heart disease prediction system i want the ability to continuously update the model with new patient data using incremental learning techniques,Cardiology,classification; ranking,age; race; sex,"classification: age, race, sex | ranking: age, race, sex",Não,
A9US7Ge,as a healthcare provider using the system i want clear explanations and visualizations of the model's predictions along with information about the confidence level of the diagnosis,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US8Ge,as a system administrator i want the heart disease prediction system to be secure and compliant with patient data privacy regulations,Cardiology,classification,age; race; sex,"classification: age, race, sex",Não,
A9US9Ge,as a user of the system i want a user friendly interface that allows me to easily input patient data and receive clear results,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A9US10Ge,as a researcher evaluating the system i want access to performance metrics and detailed results to assess the effectiveness of the incremental learning approach in heart disease diagnosis,Nephrology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; data summarization; districting; entity resolution; machine translation; ranking; regression; representation learning; risk assessment; sentiment analysis; speech recognition; task assignment,age; gender; race,"anomaly detection: age, gender, race | bias detection in language models: gender, race, age | bias detection in word embeddings: race, gender | classification: age, race, gender | data summarization: age, gender, race | districting: race | entity resolution: — | machine translation: gender | ranking: age, gender, race | regression: age, gender, race | representation learning: age, gender, race | risk assessment: age, gender, race | sentiment analysis: race | speech recognition: gender | task assignment: age",Não,
A9US1Ll,as a clinician i want a clinical decision support system that balances computation time and predictive accuracy to support timely and accurate disease diagnosis,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US2Ll,as a data scientist i want to use machine learning techniques with incremental updates to analyze large collections of medical datasets for disease diagnosis reducing the computation time and improving predictive accuracy,Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US3Ll,as a researcher i want to develop a predictive method for heart disease diagnosis using a combination of unsupervised and supervised learning techniques including principal component analysis pca and self organizing map,Cardiology,classification; ranking,age; race; sex,"classification: age, race, sex | ranking: age, race, sex",Não,
A9US4Ll,as a developer i want to implement fuzzy support vector machine fuzzy svm to improve the accuracy of heart disease classification and reduce the impact of missing values in medical datasets,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A9US5Ll,as a data analyst i want to use imputation techniques to handle missing values in medical datasets ensuring that the data is complete and accurate for analysis,Information Systems,classification; matching; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A9US9Ll,as a system administrator i want to integrate incremental pca and fsvm into the clinical decision support system to reduce the computation time of disease prediction and improve system performance,Information Systems,classification; data summarization; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone",Não,
A9US7Ll,as a clinician i want to use a clinical decision support system that can learn from new data incrementally improving its predictive accuracy over time without requiring retraining from scratch,Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US8Ll,as a researcher i want to evaluate the effectiveness of the proposed method using real world datasets such as cleveland and statlog to demonstrate its feasibility and accuracy in heart disease diagnosis,Nephrology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; entity resolution; machine translation; ranking; regression; sentiment analysis; speech recognition; task assignment,age; gender; race,"anomaly detection: age, gender, race | bias detection in language models: gender, race, age | bias detection in word embeddings: race, gender | classification: age, race, gender | entity resolution: — | machine translation: gender | ranking: age, gender, race | regression: age, gender, race | sentiment analysis: race | speech recognition: gender | task assignment: age",Não,
A9US9Ll,as a patient i want to benefit from a clinical decision support system that can provide timely and accurate diagnoses reducing the risk of misdiagnosis and improving health outcomes,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US10Ll,as a system developer i want to design and implement a clinical decision support system that can adapt to new data and changing patterns in medical datasets ensuring that it remains accurate and effective over time,Information Systems,classification; data summarization; matching; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A9US1O1,as a cardiologist i want the system to quickly analyze patient data using incremental fuzzy svm so i can receive timely and accurate heart disease diagnoses,Cardiology,classification,age; race; sex,"classification: age, race, sex",Não,
A9US2O1,as a data scientist i want to apply principal component analysis pca for dimensionality reduction so the model can process large medical datasets efficiently without losing critical information,Information Systems,data summarization; representation learning,age; gender; geography; race; sex; skin tone,"data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone",Não,
A9US3O1,as a healthcare administrator i want the diagnostic system to reduce computation time so that more patients can be evaluated promptly without increasing resource costs,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US4O1,as a patient i want my heart disease diagnosis to be accurate and delivered swiftly so i can begin appropriate treatment without unnecessary delays,Nephrology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; data summarization; entity resolution; graph mining; machine translation; matching; pricing; ranking; regression; representation learning; resource allocation; risk assessment; sentiment analysis; spatio-temporal process learning; speech recognition; task assignment,age; gender; race,"anomaly detection: age, gender, race | bias detection in language models: gender, race, age | bias detection in word embeddings: race, gender | classification: age, race, gender | data summarization: age, gender, race | entity resolution: — | graph mining: age, gender | machine translation: gender | matching: age, gender, race | pricing: age, gender | ranking: age, gender, race | regression: age, gender, race | representation learning: age, gender, race | resource allocation: age, race | risk assessment: age, gender, race | sentiment analysis: race | spatio-temporal process learning: age, race | speech recognition: gender | task assignment: age",Não,
A9US5O1,as a software developer i want to implement incremental learning techniques in the fuzzy svm model so the system can continuously improve its accuracy with new data without extensive reprocessing,Information Systems,classification; data summarization; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A9US6O1,as a medical researcher i want to utilize both unsupervised and supervised learning techniques so i can enhance the predictive capabilities and robustness of the heart disease diagnosis model,Cardiology,classification,age; race; sex,"classification: age, race, sex",Não,
A9US7O1,as a clinical decision support specialist i want the system to handle missing values effectively using imputation techniques so that incomplete patient data does not compromise diagnosis accuracy,Information Systems,classification; data summarization; matching; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A9US8O1,as an it manager in a healthcare facility i want the heart disease prediction system to integrate seamlessly with existing electronic health records ehr so that patient data flows smoothly and securely between systems,Information Systems,classification; data summarization; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A9US9O1,as a quality assurance officer i want to validate the model s performance on real world datasets like cleveland and statlog so i can ensure its reliability and effectiveness in clinical settings,Information Systems,classification; ranking,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Não,
A9US10O1,as a medical educator i want to use the predictive system as a teaching tool so that students can learn about the application of machine learning techniques in disease diagnosis and understand the trade offs between computation time and accuracy,Education,classification; data summarization; regression; representation learning,age; geography; race; sex; ethnicity; family wealth; gender; caste; financial status,"classification: age, geography, race, sex, ethnicity, family wealth, gender | data summarization: age, caste, gender, geography, race, sex | regression: age, ethnicity, financial status, gender, geography, race, sex | representation learning: age, ethnicity, financial status, gender, geography, race, sex",Não,
A10US1Ge,as a person with type 1 diabetes i want a tool that can predict potential drops in my blood sugar levels 30 minutes in advance so i can take preventative action and avoid hypoglycemia,Endocrinology,classification; machine translation; regression; sentiment analysis,age; race; gender,"classification: age, race, gender | machine translation: gender | regression: age, gender, race | sentiment analysis: race",Não,
A10US2Ge,as a caregiver for someone with diabetes i want a system that can alert me when their blood sugar is about to drop so i can assist them in taking corrective measures,Nephrology,classification; other; pricing; regression; sentiment analysis,age; race; gender,"classification: age, race, gender | other: — | pricing: age, gender | regression: age, gender, race | sentiment analysis: race",Não,
A10US3Ge,as a doctor treating patients with diabetes i want a tool that can help me personalize insulin dosing recommendations based on real time blood glucose predictions,Cardiology,classification,age; race; sex,"classification: age, race, sex",Não,
A10US4Ge,as a researcher studying diabetes management i want to explore the potential of using this model to improve the overall health outcomes for people with diabetes,Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US5Ge,as a developer of diabetes management apps i want to integrate this prediction model into my app to provide users with more actionable insights into their blood sugar levels,Pharmacology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; clustering; data summarization; entity resolution; graph mining; machine translation; regression; representation learning; sentiment analysis; subset selection,age; sex; ethnicity,"anomaly detection: age, sex | bias detection in language models: age, ethnicity, sex | bias detection in word embeddings: sex | classification: age, sex, ethnicity | clustering: age, ethnicity, sex | data summarization: age, sex | entity resolution: — | graph mining: age | machine translation: — | regression: age, ethnicity, sex | representation learning: age, ethnicity, sex | sentiment analysis: sex | subset selection: age, ethnicity",Não,
A10US6Ge,as a health insurance provider i want to see if this model can be used to reduce the risk of complications and hospitalizations for people with diabetes,Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US7Ge,as a patient advocate i want to ensure that this model is accessible and affordable for all people with diabetes regardless of their socioeconomic background,Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A10US8Ge,as a data privacy advocate i want to be assured that the data collected by this model is used securely and responsibly and that patients have control over their data,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US8Ge,as a regulatory body i want to evaluate the safety and effectiveness of this model before it is widely adopted for clinical use,Pharmacology,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; data summarization; districting; entity resolution; graph mining; machine translation; ranking; regression; representation learning; sentiment analysis; spatio-temporal process learning; speech recognition; task assignment,age; sex; ethnicity,"anomaly detection: age, sex | bias detection in language models: age, ethnicity, sex | bias detection in word embeddings: sex | classification: age, sex, ethnicity | data summarization: age, sex | districting: — | entity resolution: — | graph mining: age | machine translation: — | ranking: age, sex | regression: age, ethnicity, sex | representation learning: age, ethnicity, sex | sentiment analysis: sex | spatio-temporal process learning: age | speech recognition: — | task assignment: age, sex",Não,
A10US10Ge,as a person with a fear of needles i want to explore if this model can help me reduce the frequency of finger pricks for blood sugar monitoring,Pharmacology,anomaly detection; classification; regression,age; sex; ethnicity,"anomaly detection: age, sex | classification: age, sex, ethnicity | regression: age, ethnicity, sex",Não,
A10US1Ll,as a person with diabetes i want to use an automatic prediction model that can warn me of imminent changes in my blood glucose levels so that i can take preventive action to avoid serious complications,Endocrinology,classification; machine translation; ranking; regression; representation learning; spatio-temporal process learning,age; race; gender,"classification: age, race, gender | machine translation: gender | ranking: age, gender, race | regression: age, gender, race | representation learning: age, gender, race | spatio-temporal process learning: age, race",Não,
A10US2Ll,as a healthcare professional i want to use a predictive model that can outperform diabetes experts in predicting blood glucose levels so that i can provide more accurate and effective care to my patients,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US3Ll,as a researcher i want to develop a solution that uses a generic physiological model to generate informative features for a support vector regression model so that i can improve the accuracy of blood glucose level predictions,Plant Science,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; machine translation; regression; representation learning; sentiment analysis; speech recognition,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | machine translation: — | regression: — | representation learning: — | sentiment analysis: — | speech recognition: —,Não,
A10US4Ll,as a person with diabetes i want to receive alerts 30 minutes in advance of hypoglycemic events so that i can take action to prevent them and avoid serious consequences,Endocrinology,classification; other; regression; sentiment analysis,age; race; gender,"classification: age, race, gender | other: — | regression: age, gender, race | sentiment analysis: race",Não,
A10US5Ll,as a healthcare administrator i want to use a predictive model that can anticipate almost a quarter of hypoglycemic events so that i can reduce the risk of complications and improve patient outcomes,Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US6Ll,as a data analyst i want to analyze blood glucose specific data to train a support vector regression model so that i can improve the accuracy of predictions and reduce false alarms,Pharmacology,anomaly detection; classification; regression; speech recognition,age; sex; ethnicity,"anomaly detection: age, sex | classification: age, sex, ethnicity | regression: age, ethnicity, sex | speech recognition: —",Não,
A10US7Ll,as a person with diabetes i want to receive alerts that are accurate and actionable so that i can trust the system and take appropriate action to manage my blood glucose levels,Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A10US8Ll,as a healthcare professional i want to use a predictive model that can identify near hypoglycemic regions so that i can provide targeted interventions and reduce the risk of complications,Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US9Ll,as a researcher i want to improve the precision of the predictive model so that i can increase the confidence of patients and healthcare professionals in the system,Medicine,classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A10US10Ll,as a person with diabetes i want to use a predictive model that can help me avoid false alarms and unnecessary interventions so that i can manage my blood glucose levels more effectively and improve my quality of life,Endocrinology,classification; other; regression,age; race; gender,"classification: age, race, gender | other: — | regression: age, gender, race",Não,
A10US1O1,as a diabetic patient i want to receive alerts about imminent blood glucose changes so i can take preventive actions to maintain my health,Endocrinology,classification; regression; sentiment analysis,age; race; gender,"classification: age, race, gender | regression: age, gender, race | sentiment analysis: race",Não,
A10US2O1,as an endocrinologist i want access to my patients' predicted blood glucose trends so i can adjust their treatment plans proactively,Endocrinology,clustering,age; gender; race,"clustering: age, gender, race",Não,
A10US3O1,as a healthcare app developer i want to integrate the prediction model into mobile applications so patients can easily monitor their blood glucose levels in real time,Health,classification; pricing; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | pricing: age, gender, geography | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US4O1,as a diabetes researcher i want to analyze the prediction model s performance against expert assessments so i can validate and improve its accuracy,Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US5O1,as a caregiver i want to receive notifications when a patient s blood glucose is predicted to drop so i can assist them in managing their condition promptly,Pediatrics,classification; sentiment analysis,race; ethnicity,"classification: race, ethnicity | sentiment analysis: race",Não,
A10US6O1,as a data scientist i want to use patient specific data to train the support vector regression model so the predictions are tailored and more accurate for each individual,Psychology,classification,age; geography; ethnicity; gender,"classification: age, geography, ethnicity, gender",Não,
A10US7O1,as a patient using a continuous glucose monitor cgm i want the prediction model to seamlessly integrate with my device so i can receive timely warnings without additional steps,Health,classification; pricing; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | pricing: age, gender, geography | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US8O1,as a healthcare administrator i want the prediction system to generate reports on hypoglycemic events so i can monitor the effectiveness of diabetes management programs,Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US9O1,as a software engineer i want to ensure the prediction model has a user friendly interface so patients of all technical abilities can easily understand and act on the alerts,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A10US10O1,as a quality assurance specialist i want to test the precision of the prediction model in various scenarios so i can minimize false alarms and ensure patient safety,Information Systems,classification; ranking,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Não,
A11US1Ge,as a brand security specialist i want to use the ml acs to generate and predict variations of our anti counterfeiting patterns cdp on different printing and imaging devices to stay ahead of counterfeiters,Finance & Marketing,classification,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender",Não,
A11US2Ge,as a printing press operator i want the platform to analyze digital templates containing cdps and predict how they will appear on the final printed product ensuring accurate replication,Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A11US3Ge,as a quality control inspector i want the ml acs to compare authentic and potentially counterfeit products based on their cdp patterns facilitating efficient identification of fakes,Finance & Marketing,classification; ranking,age; geography; race; sex; gender; activity,"classification: age, geography, race, sex, gender | ranking: activity, age, gender, geography, race, sex",Não,
A11US4Ge,as a researcher i want to explore the impact of different printing and imaging devices on cdp patterns using the platform's image to image translation capabilities,Computer Vision,anomaly detection,age; gender; race; skin tone,"anomaly detection: age, gender, race, skin tone",Não,
A11US5Ge,as a data scientist i want the system to allow for training with paired unpaired or hybrid datasets depending on data availability,Information Systems,classification; data summarization; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A11US6Ge,as a system developer i want the ml acs to adapt to different image formats and resolutions commonly used in product packaging and branding,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A11US7Ge,as a security consultant i want the platform to be secure and prevent unauthorized access to sensitive cdp designs and training data,Information Systems,classification; ranking,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Não,
A11US8Ge,as a manufacturer i want the ml acs to integrate with existing design and printing workflows streamlining the incorporation of secure cdps into product packaging,Information Systems,representation learning,age; gender; geography; race; sex; skin tone,"representation learning: age, gender, geography, race, sex, skin tone",Não,
A11US9Ge,as a law enforcement officer investigating counterfeiting i want the system to analyze cdp patterns from seized products and compare them against a database of authentic patterns to identify the source of the counterfeit operation,Finance & Marketing,anomaly detection; classification,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender",Não,
A11US10Ge,as a policymaker i want to explore how the ml acs can be used to strengthen anti counterfeiting regulations and enforcement mechanisms,Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A11US1Ll,as a researcher i want to be able to train the digital twin model using paired data digital templates and corresponding printed images so that i can evaluate its performance in generating and predicting printed cdp,Computer Vision,anomaly detection; classification,age; gender; race; skin tone; geography; disability; skin type,"anomaly detection: age, gender, race, skin tone | classification: age, geography, race, disability, gender, skin tone, skin type",Não,
A11US2Ll,as a security expert i want to use the digital twin model to detect counterfeit products by comparing the predicted printed cdp with the actual printed image so that i can identify potential counterfeits,Finance & Marketing,anomaly detection; classification; resource allocation,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | resource allocation: age, race, sex, geography",Não,
A11US3Ll,as a developer i want to be able to modify the architectural design of the digital twin model e g switch from pix2pix to cyclegan so that i can experiment with different architectures and evaluate their impact on performance,Computer Networks,clustering,,clustering: —,Não,
A11US4Ll,as a user i want to be able to provide unpaired data digital templates and printed images without matching pairs to the digital twin model so that i can still train and use the model for generating and predicting printed cdp,Computer Vision,anomaly detection; classification,age; gender; race; skin tone; geography; disability; skin type,"anomaly detection: age, gender, race, skin tone | classification: age, geography, race, disability, gender, skin tone, skin type",Não,
A11US5Ll,as a researcher i want to evaluate the performance of the digital twin model using various metrics e g psnr ssim lpips so that i can understand its strengths and weaknesses,Computer Vision,anomaly detection; classification; clustering,age; gender; race; skin tone; geography; disability; skin type,"anomaly detection: age, gender, race, skin tone | classification: age, geography, race, disability, gender, skin tone, skin type | clustering: age, gender, geography, race",Não,
A11US6Ll,as a developer i want to be able to integrate the digital twin model with existing printing and imaging devices so that i can use the model in practical applications,Computer Vision,anomaly detection; classification; clustering,age; gender; race; skin tone; geography; disability; skin type,"anomaly detection: age, gender, race, skin tone | classification: age, geography, race, disability, gender, skin tone, skin type | clustering: age, gender, geography, race",Não,
A11US7Ll,as a security expert i want to use the digital twin model to generate digital templates from printed cdp so that i can create reference images for comparison,Plant Science,classification,,classification: —,Não,
A11US8Ll,as a researcher i want to compare the performance of the digital twin model with state of the art methods for image to image translation so that i can evaluate its competitiveness,Computer Vision,anomaly detection; classification,age; gender; race; skin tone; geography; disability; skin type,"anomaly detection: age, gender, race, skin tone | classification: age, geography, race, disability, gender, skin tone, skin type",Não,
A11US9Ll,as a developer i want to access the simulation code and extended results of the digital twin model so that i can reproduce the experiments and extend the model,Plant Science,anomaly detection; classification; graph diffusion; regression,,anomaly detection: — | classification: — | graph diffusion: — | regression: —,Não,
A11US10Ll,as a user i want to be able to use the digital twin model in a variety of practical setups e g different printing and imaging devices different types of cdp so that i can apply the model in various scenarios,Plant Science,anomaly detection; classification,,anomaly detection: — | classification: —,Não,
A11US1O1,as a security engineer i want to generate accurate printed cdp from digital templates so that anti counterfeiting features are reliably produced across various printing devices,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A11US2O1,as a quality assurance specialist i want the system to support both paired and unpaired training data so that i can train the digital twin flexibly with available datasets,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A11US3O1,as a machine learning engineer i want the digital twin to use variational approximations of mutual information so that the encoder and decoder efficiently exchange information within the model,Computer Networks,resource allocation; task assignment,,resource allocation: — | task assignment: —,Não,
A11US4O1,as a product manager i want the digital twin architecture to be scalable and adaptable to multiple printing and imaging devices so that it can be deployed in various practical setups without significant modifications,Computer Networks,clustering,,clustering: —,Não,
A11US5O1,as a data scientist i want the model to extend architectures like pix2pix and cyclegan for image to image translation so that i can leverage proven techniques while enhancing cdp modeling capabilities,Information Systems,classification; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | representation learning: age, gender, geography, race, sex, skin tone",Não,
A11US6O1,as a system architect i want the digital twin to handle hybrid datasets combining paired and unpaired data so that the model training process is more robust and inclusive of diverse data sources,Information Systems,data summarization,age; gender; geography; race; sex; skin tone,"data summarization: age, gender, geography, race, sex, skin tone",Não,
A11US7O1,as a researcher i want to evaluate the influence of various architectural factors metrics and discriminators on system performance so that i can optimize the digital twin for accurate cdp generation and prediction,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A11US8O1,as an anti counterfeiting specialist i want the digital twin to accurately predict printed cdp back to their digital versions so that i can effectively verify the authenticity of printed materials,Library,anomaly detection; bias detection in language models; classification; machine translation; sentiment analysis; speech recognition,,anomaly detection: — | bias detection in language models: — | classification: — | machine translation: — | sentiment analysis: — | speech recognition: —,Não,
