id,User Story,refair_domain,refair_ml_tasks,refair_features,refair_features_por_task,ml_task_vazio,erro
A8US10O1,"As a patient, I want the wearable device to provide feedback on my health status based on detected anomalies, so I can take proactive measures to maintain my well- being.",Music,,,,Sim,
A9US1Ge,"As a doctor diagnosing heart disease, I want a fast and accurate prediction tool that can handle missing data in patient records.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US2Ge,"As a researcher developing clinical decision support systems, I want to explore machine learning techniques like Fuzzy SVM for improved heart disease diagnosis.",Biology,,,,Sim,
A9US3Ge,"As a healthcare administrator, I am concerned about the computational cost of diagnostic tools. I want a system that uses incremental learning to reduce processing time for heart disease prediction.",Health,,,,Sim,
A9US4Ge,"As a data scientist working with medical datasets, I want tools like Principal Component Analysis (PCA) and Self-Organizing Maps (SOM) to help me pre- process and analyze data for heart disease diagnosis.",Biology,graph mining,,graph mining: —,Não,
A9US5Ge,"As a patient undergoing a heart disease diagnosis, I want to be assured that the tools used are accurate and up-to-date with the latest medical data.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US6Ge,"As a developer of the heart disease prediction system, I want the ability to continuously update the model with new patient data using incremental learning techniques.",Biology,classification,,classification: —,Não,
A9US7Ge,"As a healthcare provider using the system, I want clear explanations and visualizations of the model's predictions, along with information about the confidence level of the diagnosis.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US8Ge,"As a system administrator, I want the heart disease prediction system to be secure and compliant with patient data privacy regulations.",Information Systems,classification; data summarization; matching; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A9US9Ge,"As a user of the system, I want a user-friendly interface that allows me to easily input patient data and receive clear results.",Transportation,,,,Sim,
A9US10Ge,"As a researcher evaluating the system, I want access to performance metrics and detailed results to assess the effectiveness of the incremental learning approach in heart disease diagnosis.",Biology,classification,,classification: —,Não,
A9US1Ll,"As a clinician, I want a clinical decision support system that balances computation time and predictive accuracy to support timely and accurate disease diagnosis.",Medicine,,,,Sim,
A9US2Ll,"As a data scientist, I want to use machine learning techniques with incremental updates to analyze large collections of medical datasets for disease diagnosis, reducing the computation time and improving predictive accuracy.",Biology,classification,,classification: —,Não,
A9US3Ll,"As a researcher, I want to develop a predictive method for heart disease diagnosis using a combination of unsupervised and supervised learning techniques, including Principal Component Analysis (PCA) and Self-Organizing Map.",Medicine,classification; classification; risk assessment,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender | risk assessment: age, ethnicity, gender, race",Não,
A9US4Ll,"As a developer, I want to implement Fuzzy Support Vector Machine (Fuzzy SVM) to improve the accuracy of heart disease classification and reduce the impact of missing values in medical datasets.",Biology,classification,,classification: —,Não,
A9US5Ll,"As a data analyst, I want to use imputation techniques to handle missing values in medical datasets, ensuring that the data is complete and accurate for analysis.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A9US9Ll,"As a system administrator, I want to integrate incremental PCA and FSVM into the clinical decision support system to reduce the computation time of disease prediction and improve system performance.",Law,classification; classification; representation learning,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, race, sex",Não,
A9US7Ll,"As a clinician, I want to use a clinical decision support system that can learn from new data incrementally, improving its predictive accuracy over time without requiring retraining from scratch.",Biology,classification,,classification: —,Não,
A9US8Ll,"As a researcher, I want to evaluate the effectiveness of the proposed method using real- world datasets, such as Cleveland and Statlog, to demonstrate its feasibility and accuracy in heart disease diagnosis.",Biology,,,,Sim,
A9US9Ll,"As a patient, I want to benefit from a clinical decision support system that can provide timely and accurate diagnoses, reducing the risk of misdiagnosis and improving health outcomes.",Music,,,,Sim,
A9US10Ll,"As a system developer, I want to design and implement a clinical decision support system that can adapt to new data and changing patterns in medical datasets, ensuring that it remains accurate and effective over time.",Biology,classification,,classification: —,Não,
A9US1O1,"As a cardiologist, I want the system to quickly analyze patient data using incremental Fuzzy SVM, so I can receive timely and accurate heart disease diagnoses.",Cardiology,classification; ranking,age; race; sex,"classification: age, race, sex | ranking: age, race, sex",Não,
A9US2O1,"As a data scientist, I want to apply Principal Component Analysis (PCA) for dimensionality reduction, so the model can process large medical datasets efficiently without losing critical information.",Health,regression,age; ethnicity; gender; geography; sex,"regression: age, ethnicity, gender, geography, sex",Não,
A9US3O1,"As a healthcare administrator, I want the diagnostic system to reduce computation time, so that more patients can be evaluated promptly without increasing resource costs.",Health,classification; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, sex",Não,
A9US4O1,"As a patient, I want my heart disease diagnosis to be accurate and delivered swiftly, so I can begin appropriate treatment without unnecessary delays.",Music,,,,Sim,
A9US5O1,"As a software developer, I want to implement incremental learning techniques in the Fuzzy SVM model, so the system can continuously improve its accuracy with new data without extensive reprocessing.",Literature,clustering,author; gender; textual references to people and their demographics,"clustering: author, gender, textual references to people and their demographics",Não,
A9US6O1,"As a medical researcher, I want to utilize both unsupervised and supervised learning techniques, so I can enhance the predictive capabilities and robustness of the heart disease diagnosis model.",Medicine,,,,Sim,
A9US7O1,"As a clinical decision support specialist, I want the system to handle missing values effectively using imputation techniques, so that incomplete patient data does not compromise diagnosis accuracy.",Computer Networks,,,,Sim,
A9US8O1,"As an IT manager in a healthcare facility, I want the heart disease prediction system to integrate seamlessly with existing electronic health records (EHR), so that patient data flows smoothly and securely between systems.",Information Systems,,,,Sim,
A9US9O1,"As a quality assurance officer, I want to validate the model’s performance on real-world datasets like Cleveland and Statlog, so I can ensure its reliability and effectiveness in clinical settings.",Biology,classification,,classification: —,Não,
A9US10O1,"As a medical educator, I want to use the predictive system as a teaching tool, so that students can learn about the application of machine learning techniques in disease diagnosis and understand the trade-offs between computation time and accuracy.",Medicine,,,,Sim,
A10US1Ge,"As a person with type 1 diabetes, I want a tool that can predict potential drops in my blood sugar levels 30 minutes in advance so I can take preventative action and avoid hypoglycemia.",News,,,,Sim,
A10US2Ge,"As a caregiver for someone with diabetes, I want a system that can alert me when their blood sugar is about to drop so I can assist them in taking corrective measures.",News,bias detection in word embeddings,textual references to people and their demographics,bias detection in word embeddings: textual references to people and their demographics,Não,
A10US3Ge,"As a doctor treating patients with diabetes, I want a tool that can help me personalize insulin dosing recommendations based on real-time blood glucose predictions.",Biology,classification,,classification: —,Não,
A10US4Ge,"As a researcher studying diabetes management, I want to explore the potential of using this model to improve the overall health outcomes for people with diabetes.",Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A10US5Ge,"As a developer of diabetes management apps, I want to integrate this prediction model into my app to provide users with more actionable insights into their blood sugar levels.",Biology,classification,,classification: —,Não,
A10US6Ge,"As a health insurance provider, I want to see if this model can be used to reduce the risk of complications and hospitalizations for people with diabetes.",Health,regression,age; ethnicity; gender; geography; sex,"regression: age, ethnicity, gender, geography, sex",Não,
A10US7Ge,"As a patient advocate, I want to ensure that this model is accessible and affordable for all people with diabetes, regardless of their socioeconomic background.",Finance & Marketing,anomaly detection,age; gender; race; sex,"anomaly detection: age, gender, race, sex",Não,
A10US8Ge,"As a data privacy advocate, I want to be assured that the data collected by this model is used securely and responsibly, and that patients have control over their data.",Biology,classification,,classification: —,Não,
A10US8Ge,"As a regulatory body, I want to evaluate the safety and effectiveness of this model before it is widely adopted for clinical use.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A10US10Ge,"As a person with a fear of needles, I want to explore if this model can help me reduce the frequency of finger pricks for blood sugar monitoring.",News,,,,Sim,
A10US1Ll,"As a person with diabetes, I want to use an automatic prediction model that can warn me of imminent changes in my blood glucose levels, so that I can take preventive action to avoid serious complications.",News,bias detection in word embeddings; clustering; ranking,textual references to people and their demographics; author; geography; news provider,"bias detection in word embeddings: textual references to people and their demographics | clustering: author, geography, textual references to people and their demographics | ranking: geography, news provider",Não,
A10US2Ll,"As a healthcare professional, I want to use a predictive model that can outperform diabetes experts in predicting blood glucose levels, so that I can provide more accurate and effective care to my patients.",Health,,,,Sim,
A10US3Ll,"As a researcher, I want to develop a solution that uses a generic physiological model to generate informative features for a Support Vector Regression model, so that I can improve the accuracy of blood glucose level predictions.",Biology,classification,,classification: —,Não,
A10US4Ll,"As a person with diabetes, I want to receive alerts 30 minutes in advance of hypoglycemic events, so that I can take action to prevent them and avoid serious consequences.",News,bias detection in word embeddings; ranking,textual references to people and their demographics; geography; news provider,"bias detection in word embeddings: textual references to people and their demographics | ranking: geography, news provider",Não,
A10US5Ll,"As a healthcare administrator, I want to use a predictive model that can anticipate almost a quarter of hypoglycemic events, so that I can reduce the risk of complications and improve patient outcomes.",Health,classification; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US6Ll,"As a data analyst, I want to analyze blood glucose- specific data to train a Support Vector Regression model, so that I can improve the accuracy of predictions and reduce false alarms.",Sport,,,,Sim,
A10US7Ll,"As a person with diabetes, I want to receive alerts that are accurate and actionable, so that I can trust the system and take appropriate action to manage my blood glucose levels.",News,,,,Sim,
A10US8Ll,"As a healthcare professional, I want to use a predictive model that can identify near- hypoglycemic regions, so that I can provide targeted interventions and reduce the risk of complications.",Health,classification; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US9Ll,"As a researcher, I want to improve the precision of the predictive model, so that I can increase the confidence of patients and healthcare professionals in the system.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A10US10Ll,"As a person with diabetes, I want to use a predictive model that can help me avoid false alarms and unnecessary interventions, so that I can manage my blood glucose levels more effectively and improve my quality of life.",News,,,,Sim,
A10US1O1,"As a diabetic patient, I want to receive alerts about imminent blood glucose changes, so I can take preventive actions to maintain my health.",Linguistics,,,,Sim,
A10US2O1,"As an endocrinologist, I want access to my patients' predicted blood glucose trends, so I can adjust their treatment plans proactively.",Endocrinology,,,,Sim,
A10US3O1,"As a healthcare app developer, I want to integrate the prediction model into mobile applications, so patients can easily monitor their blood glucose levels in real-time.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US4O1,"As a diabetes researcher, I want to analyze the prediction model’s performance against expert assessments, so I can validate and improve its accuracy.",Psycology,,,,Sim,
A10US5O1,"As a caregiver, I want to receive notifications when a patient’s blood glucose is predicted to drop, so I can assist them in managing their condition promptly.",News,bias detection in word embeddings,textual references to people and their demographics,bias detection in word embeddings: textual references to people and their demographics,Não,
A10US6O1,"As a data scientist, I want to use patient-specific data to train the Support Vector Regression model, so the predictions are tailored and more accurate for each individual.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A10US7O1,"As a patient using a continuous glucose monitor (CGM), I want the prediction model to seamlessly integrate with my device, so I can receive timely warnings without additional steps.",Biology,classification,,classification: —,Não,
A10US8O1,"As a healthcare administrator, I want the prediction system to generate reports on hypoglycemic events, so I can monitor the effectiveness of diabetes management programs.",Health,graph diffusion; regression,age; ethnicity; gender; geography; sex,"graph diffusion: age, ethnicity, gender, geography | regression: age, ethnicity, gender, geography, sex",Não,
A10US9O1,"As a software engineer, I want to ensure the prediction model has a user-friendly interface, so patients of all technical abilities can easily understand and act on the alerts.",Literature,clustering,author; gender; textual references to people and their demographics,"clustering: author, gender, textual references to people and their demographics",Não,
A10US10O1,"As a quality assurance specialist, I want to test the precision of the prediction model in various scenarios, so I can minimize false alarms and ensure patient safety.",Biology,,,,Sim,
A11US1Ge,"As a brand security specialist, I want to use the ML-ACS to generate and predict variations of our anti- counterfeiting patterns (CDP) on different printing and imaging devices to stay ahead of counterfeiters.",Biology,,,,Sim,
A11US2Ge,"As a printing press operator, I want the platform to analyze digital templates containing CDPs and predict how they will appear on the final printed product, ensuring accurate replication.",Computer Networks,,,,Sim,
A11US3Ge,"As a quality control inspector, I want the ML-ACS to compare authentic and potentially counterfeit products based on their CDP patterns, facilitating efficient identification of fakes.",Computer Networks,,,,Sim,
A11US4Ge,"As a researcher, I want to explore the impact of different printing and imaging devices on CDP patterns using the platform's image-to-image translation capabilities.",Medicine,,,,Sim,
A11US5Ge,"As a data scientist, I want the system to allow for training with paired, unpaired, or hybrid datasets depending on data availability.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A11US6Ge,"As a system developer, I want the ML-ACS to adapt to different image formats and resolutions commonly used in product packaging and branding.",Law,,,,Sim,
A11US7Ge,"As a security consultant, I want the platform to be secure and prevent unauthorized access to sensitive CDP designs and training data.",Finance & Marketing,anomaly detection,age; gender; race; sex,"anomaly detection: age, gender, race, sex",Não,
A11US8Ge,"As a manufacturer, I want the ML-ACS to integrate with existing design and printing workflows, streamlining the incorporation of secure CDPs into product packaging.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A11US9Ge,"As a law enforcement officer investigating counterfeiting, I want the system to analyze CDP patterns from seized products and compare them against a database of authentic patterns to identify the source of the counterfeit operation.",Biology,,,,Sim,
A11US10Ge,"As a policymaker, I want to explore how the ML-ACS can be used to strengthen anti- counterfeiting regulations and enforcement mechanisms.",Finance & Marketing,anomaly detection; classification; classification; representation learning,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | representation learning: age, gender, geography, race, sex",Não,
A11US1Ll,"As a researcher, I want to be able to train the digital twin model using paired data (digital templates and corresponding printed images) so that I can evaluate its performance in generating and predicting printed CDP.",Biology,classification,,classification: —,Não,
A11US2Ll,"As a security expert, I want to use the digital twin model to detect counterfeit products by comparing the predicted printed CDP with the actual printed image, so that I can identify potential counterfeits.",Finance & Marketing,classification; classification,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender",Não,
A11US3Ll,"As a developer, I want to be able to modify the architectural design of the digital twin model (e.g., switch from pix2pix to CycleGAN) so that I can experiment with different architectures and evaluate their impact on performance.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A11US4Ll,"As a user, I want to be able to provide unpaired data (digital templates and printed images without matching pairs) to the digital twin model so that I can still train and use the model for generating and predicting printed CDP.",Transportation,regression,geography; race,"regression: geography, race",Não,
A11US5Ll,"As a researcher, I want to evaluate the performance of the digital twin model using various metrics (e.g., PSNR, SSIM, LPIPS) so that I can understand its strengths and weaknesses.",Biology,,,,Sim,
A11US6Ll,"As a developer, I want to be able to integrate the digital twin model with existing printing and imaging devices so that I can use the model in practical applications.",Medicine,,,,Sim,
A11US7Ll,"As a security expert, I want to use the digital twin model to generate digital templates from printed CDP so that I can create reference images for comparison.",Finance & Marketing,,,,Sim,
A11US8Ll,"As a researcher, I want to compare the performance of the digital twin model with state-of- the-art methods for image-to-image translation so that I can evaluate its competitiveness.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A11US9Ll,"As a developer, I want to access the simulation code and extended results of the digital twin model so that I can reproduce the experiments and extend the model.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A11US10Ll,"As a user, I want to be able to use the digital twin model in a variety of practical setups (e.g., different printing and imaging devices, different types of CDP) so that I can apply the model in various scenarios.",Transportation,,,,Sim,
A11US1O1,"As a security engineer, I want to generate accurate printed CDP from digital templates, so that anti- counterfeiting features are reliably produced across various printing devices.",Finance & Marketing,anomaly detection; classification; classification; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A11US2O1,"As a quality assurance specialist, I want the system to support both paired and unpaired training data, so that I can train the digital twin flexibly with available datasets.",Demograpy,classification; regression,,classification: — | regression: —,Não,
A11US3O1,"As a machine learning engineer, I want the digital twin to use variational approximations of mutual information, so that the encoder and decoder efficiently exchange information within the model.",Computer Networks,,,,Sim,
A11US4O1,"As a product manager, I want the digital twin architecture to be scalable and adaptable to multiple printing and imaging devices, so that it can be deployed in various practical setups without significant modifications.",Literature,ranking,gender,ranking: gender,Não,
A11US5O1,"As a data scientist, I want the model to extend architectures like pix2pix and CycleGAN for image-to-image translation, so that I can leverage proven techniques while enhancing CDP modeling capabilities.",Biology,classification,,classification: —,Não,
A11US6O1,"As a system architect, I want the digital twin to handle hybrid datasets combining paired and unpaired data, so that the model training process is more robust and inclusive of diverse data sources.",Law,regression,age; ethnicity; gender; geography; race; sex,"regression: age, ethnicity, gender, geography, race, sex",Não,
A11US7O1,"As a researcher, I want to evaluate the influence of various architectural factors, metrics, and discriminators on system performance, so that I can optimize the digital twin for accurate CDP generation and prediction.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A11US8O1,"As an anti- counterfeiting specialist, I want the digital twin to accurately predict printed CDP back to their digital versions, so that I can effectively verify the authenticity of printed materials.",Law,classification; classification,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender",Não,
A11US9O1,"As a technical lead, I want the system to be compatible with any type of printing and imaging devices, so that the digital twin can be universally applied across different technologies and platforms.",Literature,,,,Sim,
A11US10O1,"As a competitive analyst, I want the digital twin to include comparison capabilities with state-of-the-art image-to-image translation methods, so that I can assess its performance against industry standards.",Finance & Marketing,anomaly detection; classification; classification; data summarization; ranking; representation learning; resource allocation,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | data summarization: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A12US1Ge,"As a law enforcement officer, I want to use the FVVI to identify high-risk communities for firearm violence to allocate resources for patrolling and prevention.",Health,classification; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex",Não,
A12US2Ge,"As a public health official, I want to use the FVVI to target social programs and interventions in areas with the highest predicted rates of firearm violence.",Health,classification; graph diffusion; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | graph diffusion: age, ethnicity, gender, geography | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A12US3Ge,"As a community leader, I want to access the FVVI data for my community to understand the factors contributing to local firearm violence risk.",Movies,,,,Sim,
A12US4Ge,"As a researcher, I want to be able to analyze the FVVI model and identify the population characteristics that have the strongest impact on firearm violence prediction.",Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A12US5Ge,"As a policymaker, I want to use the FVVI data to inform the development of data-driven strategies for firearm violence prevention.",Finance & Marketing,,,,Sim,
A12US6Ge,"As a data scientist, I want the system to be able to incorporate additional data sources (e.g., mental health statistics, social media activity) to potentially improve the accuracy of the FVVI.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A12US7Ge,"As a civil liberties advocate, I want the system to be designed with safeguards to prevent misuse and ensure that individuals are not discriminated against based on their zip code.",Demography,,,,Sim,
A12US8Ge,"As a public health researcher, I want the system to be transparent about the methodology used to develop the FVVI and allow for independent validation of the model.",Health,,,,Sim,
A12US9Ge,"As a community organizer, I want the FVVI to be accompanied by resources and guidance for implementing effective prevention programs in high- risk communities.",Dermatology,,,,Sim,
A12US10Ge,"As a system developer, I want the FVVI to be accessible through a user-friendly interface that allows users to easily visualize risk data at different geographic levels.",Law,classification; classification; representation learning,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, race, sex",Não,
A12US1Ll,"As a public health official, I want to access accurate firearm assault data to inform prevention strategies and reduce firearm violence in my community.",Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A12US2Ll,"As a researcher, I want to develop a novel machine- learning algorithm, the Firearm Violence Vulnerability Index (FVVI), to forecast community risk for shooting incidents and identify at-risk populations.",Biology,,,,Sim,
A12US3Ll,"As a community leader, I want to use the FVVI to predict where rates of firearm violence are highest in my city, so that I can target prevention efforts and allocate resources effectively.",Biology,,,,Sim,
A12US4Ll,"As a data analyst, I want to merge open-access shooting incident data with population characteristics derived from the American Community Survey to create a comprehensive dataset for building the FVVI model.",Biology,classification,,classification: —,Não,
A12US5Ll,"As a machine learning engineer, I want to use XGBoost, a decision tree-based machine-learning algorithm, to construct the FVVI model and predict shooting incident rates within urban census tracts.",Computer Networks,,,,Sim,
A12US6Ll,"As a policy maker, I want to use the FVVI to identify population characteristics that have the greatest impact on firearm violence, such as historical third grade math scores and having a parent jailed during childhood, so that I can develop targeted interventions.",Finance & Marketing,anomaly detection; classification; classification,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender",Não,
A12US7Ll,"As a researcher, I want to evaluate the predictive power of the FVVI model using a test set of unseen data from Chicago, so that I can validate its accuracy and effectiveness.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A12US8Ll,"As a community leader, I want to use the FVVI to fill gaps in currently available firearm violence data and identify areas of focus for prevention programs, such as social or environmental factors.",Movies,data summarization,age; gender,"data summarization: age, gender",Não,
A12US9Ll,"As a public health official, I want to disseminate the FVVI as a standardized risk tool to enhance firearm violence research and resource allocation, and to inform evidence-based prevention strategies.",Health,,,,Sim,
A12US10Ll,"As a researcher, I want to use the FVVI to analyze the effectiveness of different prevention programs and interventions, and to identify best practices for reducing firearm violence in urban communities.",Biology,,,,Sim,
A12US1O1,"As a public health official, I want to use the Firearm Violence Vulnerability Index (FVVI) to identify high-risk communities, so that I can target prevention efforts effectively.",Health,,,,Sim,
A12US2O1,"As a data scientist, I want to develop the FVVI using XGBoost with population characteristics, so that the model accurately predicts firearm violence rates in urban census tracts.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A12US3O1,"As a policymaker, I want access to the FVVI’s predictions, so that I can allocate resources to areas most vulnerable to firearm violence.",Finance & Marketing,anomaly detection; classification; classification,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender",Não,
A12US4O1,"As a community leader, I want to understand the factors influencing the FVVI, so that I can address underlying social issues contributing to firearm violence.",Movies,data summarization; ranking; representation learning,age; gender,"data summarization: age, gender | ranking: age, gender | representation learning: age, gender",Não,
A12US5O1,"As a researcher, I want the FVVI to fill data gaps in firearm assault information, so that I can conduct more comprehensive studies on violence prevention.",Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A12US6O1,"As a public safety analyst, I want the FVVI to forecast shooting incident rates at a granular geographic level, so that I can implement timely interventions.",Biology,,,,Sim,
A12US7O1,"As a grant writer, I want to utilize the FVVI’s standardized risk assessments, so that I can secure funding for targeted violence prevention programs.",Literature,,,,Sim,
A12US8O1,"As a city planner, I want to integrate FVVI data into urban development plans, so that I can create safer community environments.",Movies,representation learning,age; gender,"representation learning: age, gender",Não,
A12US9O1,"As a law enforcement strategist, I want to leverage the FVVI to identify hotspots for firearm violence, so that I can deploy resources more efficiently.",Biology,graph mining,,graph mining: —,Não,
A12US10O1,"As a public health researcher, I want the FVVI to incorporate diverse population characteristics, so that the model remains robust and inclusive across different urban settings.",Health,classification; matching,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | matching: age, gender, geography",Não,
A13US1Ge,"As a drug researcher, I want to use AI-DrugNet to identify existing drugs that could be repurposed for treating Alzheimer's disease (AD) based on their target interactions.",Literature,,,,Sim,
A13US2Ge,"As a pharmaceutical company scientist, I want the platform to predict potential combinations of existing drugs that may have a synergistic effect in treating AD.",Pharmacology,,,,Sim,
A13US3Ge,"As a neurologist, I want to use AI- DrugNet to explore potential treatment options for my patients with AD that could be readily available based on existing drugs.",Biology,,,,Sim,
A13US4Ge,"As a computational biologist, I want to access the underlying network model and data used in AI-DrugNet to understand the rationale behind the predicted drug repurposing or combinations.",Biology,,,,Sim,
A13US5Ge,"As a data scientist, I want the platform to allow for the integration of additional disease data and drug- target interaction information to expand its applicability to other neurological or developmental disorders.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A13US6Ge,"As a regulatory scientist, I want the AI-DrugNet predictions to be accompanied by information on the existing safety and efficacy profiles of the repurposed or combined drugs.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A13US7Ge,"As a patient advocate, I want the platform to be transparent about the limitations of AI- based predictions and the need for further clinical trials to validate potential drug repurposing or combinations.",Finance & Marketing,anomaly detection; classification; classification; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A13US8Ge,"As a system developer, I want AI-DrugNet to be user-friendly and allow researchers to input specific drug targets or disease characteristics for focused drug repurposing analysis.",Law,clustering; representation learning,age; ethnicity; gender; geography; race; sex,"clustering: age, ethnicity, gender, geography, race, sex | representation learning: age, ethnicity, gender, geography, race, sex",Não,
A13US9Ge,"As a drug discovery company executive, I want the platform to offer different subscription tiers with access to additional features like detailed network visualizations and prioritized drug recommendations.",Literature,clustering; ranking,author; gender; textual references to people and their demographics,"clustering: author, gender, textual references to people and their demographics | ranking: gender",Não,
A13US10Ge,"As a policymaker, I want to explore how AI-DrugNet can be integrated into drug discovery pipelines to streamline the development of new treatment options for various diseases.",Finance & Marketing,resource allocation,age; race; sex; geography,"resource allocation: age, race, sex, geography",Não,
A13US1Ll,"As a researcher, I want to develop a novel prediction framework to identify potential repurposed drug therapies for Alzheimer's disease (AD), so that I can contribute to the discovery of effective treatments for this complex disease.",Biology,classification,,classification: —,Não,
A13US2Ll,"As a pharmaceutical company, I want to use a deep learning-based framework to identify potential drug combinations for AD, so that I can accelerate the development of therapeutic efficacy for this disease.",Pharmacology,,,,Sim,
A13US3Ll,"As a neurologist, I want to access a database of drug- target pair networks that incorporate multiple drug features and target features, so that I can better understand the complex mechanisms behind AD and identify potential treatment options.",Biology,classification,,classification: —,Não,
A13US4Ll,"As a data scientist, I want to generate integrated features for each drug- combination by incorporating drug- target features and relationship information between drug-drug, target-target, and drug-target, so that I can train a robust AI model for drug discovery.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
