id,abstract,abstract_theme,us_num,llm,role_shorten,user_story,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,num_ml_task_labels,domain_confidence,mapping_notes
A5US7Ge,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US7,Gemini_1.5_flash,manager,"As a facility manager, I want to monitor the robot's performance and utilization to optimize its effectiveness and identify areas for improvement.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US8Ge,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US8,Gemini_1.5_flash,manager,"As a facility manager, I want to ensure the robot operates safely and securely within the facility.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US9Ge,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US9,Gemini_1.5_flash,manager,"As a facility manager, I want to be able to easily adapt the robot to different areas and tasks within the facility.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US10Ge,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US10,Gemini_1.5_flash,system,"As the system, I should be able to navigate the facility autonomously and avoid obstacles.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US1Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US1,Llama 3.1 70b,lab technician,"As a Pathology Laboratory Staff Member, I want to easily and efficiently deliver blood and urine samples using the GoCart robot so that I can reduce my workload and focus on other tasks.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US2Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US2,Llama 3.1 70b,residential care staff member,"As a Residential Care Facility Staff Member, I want to use the GoCart robot to deliver meals to residents quickly and accurately so that I can improve the quality of care and resident satisfaction.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US3Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US3,Llama 3.1 70b,manager,"As a facility manager, I want to monitor the GoCart robot's activity and receive notifications when it encounters any issues or errors so that I can ensure smooth operations and minimize disruptions.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US4Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US4,Llama 3.1 70b,healthcare professional,"As a Healthcare Worker, I want the GoCart robot to be designed with a user-friendly interface and clear instructions so that I can easily use it without extensive training.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US5Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US5,Llama 3.1 70b,patient,"As a Patient or Resident, I want the GoCart robot to deliver my meals or samples in a timely and efficient manner so that I can receive the care I need without delay.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US6Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US6,Llama 3.1 70b,officer,"As a Safety and Security Officer, I want the GoCart robot to be equipped with safety features such as collision detection and emergency shutdown so that I can ensure the safety of staff, patients, and residents.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US7Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US7,Llama 3.1 70b,IT specialist,"As a IT Support Specialist, I want the GoCart robot to be integrated with our existing systems and infrastructure so that I can easily troubleshoot and maintain the robot.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US8Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US8,Llama 3.1 70b,quality assurance specialist,"As a Quality Improvement Specialist, I want to analyze data and metrics on the GoCart robot's performance and efficiency so that I can identify areas for improvement and optimize its use.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US9Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US9,Llama 3.1 70b,IT specialist,"As a Robot Maintenance Technician, I want to easily access and update the GoCart robot's software and firmware so that I can ensure it remains functional and efficient.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US10Ll,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US10,Llama 3.1 70b,Healthcare Administrator,"As a Healthcare Administrator, I want to evaluate the cost-benefit analysis of implementing GoCart robots in our facilities so that I can make informed decisions about resource allocation and investments in new technology.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US1O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US1,O1_mini,nurse,"As a nurse, I want the GoCart to deliver blood and urine samples to the pathology lab, so I can save time and reduce manual handling of specimens.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US2O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US2,O1_mini,dietary staff member,"As a dietary staff member, I want the GoCart to transport meals to residents, so I can focus more on meal preparation and patient care.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US3O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US3,O1_mini,manager,"As a facility manager, I want to monitor the GoCart’s delivery routes in real-time, so I can ensure efficient operation and address any issues promptly.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US4O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US4,O1_mini,lab technician,"As a laboratory technician, I want the GoCart to notify me upon arrival of samples, so I can process them without delays.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US5O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US5,O1_mini,residential care staff member,"As a residential care staff member, I want the GoCart to have a user-friendly interface, so I can easily schedule and track meal deliveries.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US6O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US6,O1_mini,patient,"As a patient, I want the GoCart to operate safely around me, so I feel secure and comfortable with its presence in the facility.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US7O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US7,O1_mini,IT specialist,"As a technician, I want the GoCart to have easy maintenance access, so I can perform repairs and updates without disrupting its functionality.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US8O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US8,O1_mini,officer,"As a security officer, I want the GoCart to have secure access controls, so sensitive deliveries are protected from unauthorized access.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US9O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US9,O1_mini,manager,"As a manager, I want to receive feedback from staff and patients about the GoCart’s performance, so I can make informed decisions on necessary improvements.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A5US10O1,A5,GoCart autonomous delivery robot in healthcare/residential facilities,US10,O1_mini,IT specialist,"As an IT specialist, I want the GoCart to integrate seamlessly with our existing hospital information systems, so data flows smoothly and operations are streamlined.",Health,robot learning,Districting; Task Assignment; Resource Allocation,3,High,
A6US1Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US1,Gemini_1.5_flash,driver,"As a driver using ADAS features, I want the system to anticipate my braking intentions and provide smoother and more natural assistance during forward collision avoidance scenarios.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US2Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US2,Gemini_1.5_flash,engineer,"As an engineer developing ADAS systems, I want a reliable method to recognize driver intention and driving behavior, allowing for a more personalized and human-like response from the system.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US3Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US3,Gemini_1.5_flash,researcher,"As a safety researcher evaluating ADAS performance, I want to understand how driver intention recognition using Gaussian Mixture Models (GMM) can improve the effectiveness of forward collision avoidance (FCA) and autonomous emergency braking (AEB) systems.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US4Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US4,Gemini_1.5_flash,car manufacturer,"As a car manufacturer integrating ADAS features, I want a cost-effective and efficient method for driver intention recognition that can be implemented and optimized for real-time use in various driving scenarios.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US5Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US5,Gemini_1.5_flash,driver,"As a driver concerned about automation dependence, I want clear information and transparency about how the ADAS interprets my driving behavior and when it might intervene.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US6Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US6,Gemini_1.5_flash,human-factors specialist,"As a human-factors specialist, I want to ensure that driver intention recognition in ADAS prioritizes human control and reduces the potential for automation over- reliance.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US7Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US7,Gemini_1.5_flash,data scientist,"As a data scientist working with driving data, I want access to tools and techniques like GMM for accurate driver behavior classification and prediction.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US8Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US8,Gemini_1.5_flash,participant,"As a participant in ADAS testing, I want to feel comfortable and confident in a safe testing environment while providing valuable data on driver intention and behavior.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US9Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US9,Gemini_1.5_flash,regulator,"As a regulator overseeing ADAS safety, I want rigorous testing and validation procedures to ensure that driver intention recognition systems are reliable and contribute to overall driving safety.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US10Ge,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US10,Gemini_1.5_flash,instructor,"As a driving instructor, I want educational resources that explain ADAS features and how driver behavior can influence the system's response, promoting responsible use and driver awareness.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US1Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US1,Llama 3.1 70b,engineer,"As an automotive engineer, I want to design advanced driver assistance systems (ADAS) that take into account driver intention and behavior to improve system performance and acceptance.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US2Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US2,Llama 3.1 70b,researcher,"As a researcher, I want to develop a method to recognize driver intention and behavior using Gaussian Mixture Model (GMM) to make ADAS more human-like and personalized.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US3Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US3,Llama 3.1 70b,driver,"As a driver, I want ADAS to be able to understand my intentions and behaviors, such as braking habits, to provide personalized support and improve my safety on the road.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US4Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US4,Llama 3.1 70b,engineer,"As a testing engineer, I want to create realistic testing scenarios using a real-time driving simulator to collect data on driver behavior and validate the performance of ADAS.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US5Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US5,Llama 3.1 70b,analyst,"As a data analyst, I want to collect and analyze driving data from multiple drivers to train and optimize the Gaussian Mixture Model for driver behavior recognition.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US6Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US6,Llama 3.1 70b,engineer,"As a control systems engineer, I want to use the recognized driver behavior and intention to optimize the control design of forward collision avoidance (FCA) systems for improved performance.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US7Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US7,Llama 3.1 70b,safety expert,"As a safety expert, I want to evaluate the performance of personalized ADAS in reducing accidents and improving safety outcomes compared to traditional FCA systems.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US8Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US8,Llama 3.1 70b,driver,"As a driver, I want to benefit from personalized ADAS that can adapt to my driving style and habits, providing a more comfortable and safe driving experience.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US9Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US9,Llama 3.1 70b,OEM,"As an OEM, I want to integrate personalized ADAS into my vehicles to improve customer satisfaction and differentiate my brand from competitors.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US10Ll,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US10,Llama 3.1 70b,regulator,"As a regulatory body, I want to establish standards and guidelines for the development and testing of personalized ADAS to ensure their safety and effectiveness on public roads.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US1O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US1,O1_mini,driver,"As a driver, I want the ADAS to adapt to my driving style, so that the system feels more intuitive and personalized to my behavior.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US2O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US2,O1_mini,safety expert,"As a safety engineer, I want the ADAS to accurately predict driver intentions, so that forward collision avoidance measures can be activated proactively.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US3O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US3,O1_mini,manufacturer,"As a vehicle manufacturer, I want the ADAS to integrate seamlessly with existing vehicle systems, so that it enhances overall vehicle performance without compatibility issues.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US4O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US4,O1_mini,developer,"As a developer, I want to use Gaussian Mixture Models to analyze driving data, so that the ADAS can effectively recognize and adapt to different driving behaviors.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US5O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US5,O1_mini,tester,"As a tester, I want to simulate various braking scenarios in a driving simulator, so that I can validate the performance and reliability of the personalized ADAS.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US6O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US6,O1_mini,UX designer,"As a user experience designer, I want the ADAS to provide clear feedback to drivers, so that users understand when and why the system is taking action to avoid collisions.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US7O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US7,O1_mini,analyst,"As a data analyst, I want to collect and analyze driving behavior data, so that I can continuously improve the accuracy of the ADAS's intention recognition.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US8O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US8,O1_mini,officer,"As a regulatory compliance officer, I want the personalized ADAS to meet all safety standards, so that the system is legally approved for use in vehicles.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US9O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US9,O1_mini,manager,"As a fleet manager, I want the ADAS to enhance driver safety and reduce collision risks, so that overall fleet performance and safety metrics improve.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A6US10O1,A6,ADAS driver-intention recognition with Gaussian Mixture Models,US10,O1_mini,driver,"As a driver, I want the ADAS to learn from my braking patterns, so that autonomous emergency braking is more effective and less intrusive during normal driving conditions.",Transportation,mixture model,Classification; Clustering; Anomaly Detection; Graph Mining,4,High,
A7US1Ge,A7,ML-based mental health / mental illness prediction,US1,Gemini_1.5_flash,person,"As a young person (high school/college student) concerned about my mental health, I want an anonymous and accessible tool that can help me identify potential signs of mental illness.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US2Ge,A7,ML-based mental health / mental illness prediction,US2,Gemini_1.5_flash,professional,"As a working professional experiencing stress, I want a user-friendly app that suggests resources and coping mechanisms based on my responses to a mental health screening.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US3Ge,A7,ML-based mental health / mental illness prediction,US3,Gemini_1.5_flash,mental health professional,"As a mental health professional, I want access to machine learning models that can support early detection of mental illness and inform better treatment decisions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US4Ge,A7,ML-based mental health / mental illness prediction,US4,Gemini_1.5_flash,parent,"As a parent or guardian concerned about a child's mental well-being, I want age- appropriate resources and clear guidance based on the machine learning prediction.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US5Ge,A7,ML-based mental health / mental illness prediction,US5,Gemini_1.5_flash,data scientist,"As a data scientist developing the mental health prediction tool, I want access to anonymized data sets and ethical frameworks to ensure responsible development and implementation.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US6Ge,A7,ML-based mental health / mental illness prediction,US6,Gemini_1.5_flash,user,"As a user of the mental health prediction tool, I want to be informed about the limitations of the tool and understand that it's not a replacement for professional diagnosis.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US7Ge,A7,ML-based mental health / mental illness prediction,US7,Gemini_1.5_flash,advocate,"As a privacy advocate, I want to be assured that the tool protects user data confidentiality and complies with privacy regulations.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US8Ge,A7,ML-based mental health / mental illness prediction,US8,Gemini_1.5_flash,public health official,"As a public health official, I want to understand the potential impact of machine learning tools on mental health awareness and access to resources in the community.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US9Ge,A7,ML-based mental health / mental illness prediction,US9,Gemini_1.5_flash,developer,"As a developer of the mobile app for the tool, I want to develop a user- friendly interface that is culturally sensitive and inclusive for diverse target groups.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US10Ge,A7,ML-based mental health / mental illness prediction,US10,Gemini_1.5_flash,researcher,"As a researcher evaluating the tool, I want transparent reporting on the performance and potential biases of the machine learning algorithms used in mental health prediction.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US1Ll,A7,ML-based mental health / mental illness prediction,US1,Llama 3.1 70b,mental health professional,"As a mental health professional, I want to use machine learning algorithms to predict the onset of mental illness in individuals to provide early intervention and support.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US2Ll,A7,ML-based mental health / mental illness prediction,US2,Llama 3.1 70b,researcher,"As a researcher, I want to apply various machine learning algorithms, such as support vector machines and decision trees, to identify the state of mental health in a target group to improve mental health outcomes.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US3Ll,A7,ML-based mental health / mental illness prediction,US3,Llama 3.1 70b,developer,"As a developer, I want to create a monitoring tool that uses machine learning algorithms to detect deviant behavior in individuals, enabling early intervention and support.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US4Ll,A7,ML-based mental health / mental illness prediction,US4,Llama 3.1 70b,developer,"As a healthcare provider, I want to use unsupervised learning techniques to analyze questionnaire responses from target groups, such as high school students and working professionals, to identify patterns and trends in mental health.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US5Ll,A7,ML-based mental health / mental illness prediction,US5,Llama 3.1 70b,analyst,"As a data analyst, I want to validate the labels obtained from clustering by computing the Mean Opinion Score to ensure the accuracy of mental health predictions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US6Ll,A7,ML-based mental health / mental illness prediction,US6,Llama 3.1 70b,advocate,"As a mental health advocate, I want to use machine learning algorithms to identify factors contributing to mental health problems, such as stress and social anxiety, to develop targeted interventions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US7Ll,A7,ML-based mental health / mental illness prediction,US7,Llama 3.1 70b,teacher,"As a teacher, I want to use a mental health monitoring tool to identify students who may be at risk of mental health problems, enabling early intervention and support.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US8Ll,A7,ML-based mental health / mental illness prediction,US8,Llama 3.1 70b,manager,"As a human resources manager, I want to implement a mental health monitoring tool in the workplace to identify employees who may be struggling with mental health issues, enabling early intervention and support.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US9Ll,A7,ML-based mental health / mental illness prediction,US9,Llama 3.1 70b,user,"As an individual, I want to use a mental health monitoring tool to track my mental health and receive alerts and notifications when I may be at risk of mental health problems.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US10Ll,A7,ML-based mental health / mental illness prediction,US10,Llama 3.1 70b,policymaker,"As a policymaker, I want to use the results of machine learning algorithms to inform policy decisions about mental health care, resource allocation, and education to improve mental health outcomes at the population level.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US1O1,A7,ML-based mental health / mental illness prediction,US1,O1_mini,user,"As an individual, I want to receive early alerts about potential mental health issues, so I can seek timely support and maintain my well- being.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US2O1,A7,ML-based mental health / mental illness prediction,US2,O1_mini,mental health professional,"As a mental health professional, I want access to predictive analytics on patients' mental states, so I can provide proactive and personalized care.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US3O1,A7,ML-based mental health / mental illness prediction,US3,O1_mini,researcher,"As a researcher, I want to analyze data from various target groups using machine learning algorithms, so I can identify trends and improve mental health interventions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US4O1,A7,ML-based mental health / mental illness prediction,US4,O1_mini,school counselor,"As a school counselor, I want to monitor the mental health of high school students through AI insights, so I can address issues like stress and anxiety early.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US5O1,A7,ML-based mental health / mental illness prediction,US5,O1_mini,HR specialist,"As a company HR manager, I want to utilize AI tools to assess the mental well-being of employees, so I can implement programs to reduce burnout and improve productivity.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US6O1,A7,ML-based mental health / mental illness prediction,US6,O1_mini,developer,"As a developer, I want to integrate multiple machine learning models into the mental health prediction system, so it can accurately identify different mental health conditions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US7O1,A7,ML-based mental health / mental illness prediction,US7,O1_mini,analyst,"As a data analyst, I want to validate cluster labels with Mean Opinion Scores, so I can ensure the accuracy and reliability of the mental health predictions.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US8O1,A7,ML-based mental health / mental illness prediction,US8,O1_mini,student,"As a college student, I want to use a confidential AI-based tool to assess my mental health, so I can understand and manage my emotional and psychological well- being.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US9O1,A7,ML-based mental health / mental illness prediction,US9,O1_mini,administrator,"As a healthcare administrator, I want the AI system to handle real-time data from questionnaires, so it can efficiently monitor and support large populations.",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A7US10O1,A7,ML-based mental health / mental illness prediction,US10,O1_mini,policymaker,"As a policy maker, I want insights from the AI-driven mental health system, so I can develop informed policies to address mental health challenges in various communities",Psychology,classification method,Classification,1,Medium,Alternativa: Health.
A8US1Ge,A8,Anomaly detection in smart-health wearable data,US1,Gemini_1.5_flash,patient,"As a patient wearing a health monitoring device, I want to be alerted of any potential health issues detected by the anomaly detection system.",Health,anomaly detection,Anomaly Detection,1,High,
A8US2Ge,A8,Anomaly detection in smart-health wearable data,US2,Gemini_1.5_flash,caregiver,"As a caregiver monitoring a patient remotely, I want a clear visualization of the patient's health data with anomalies highlighted for quick intervention.",Health,anomaly detection,Anomaly Detection,1,High,
A8US3Ge,A8,Anomaly detection in smart-health wearable data,US3,Gemini_1.5_flash,healthcare provider,"As a healthcare provider using smart health data, I want machine learning algorithms like K-means clustering to detect early-stage anomalies that might indicate potential health problems.",Health,anomaly detection,Anomaly Detection,1,High,
A8US4Ge,A8,Anomaly detection in smart-health wearable data,US4,Gemini_1.5_flash,developer,"As a developer of the anomaly detection system, I want to ensure the system can handle the continuous stream of data generated by wearable devices.",Health,anomaly detection,Anomaly Detection,1,High,
A8US5Ge,A8,Anomaly detection in smart-health wearable data,US5,Gemini_1.5_flash,data scientist,"As a data scientist working with health sensor data, I want tools like K- medoids partitioning to improve the accuracy of anomaly detection in identifying unusual health patterns.",Health,anomaly detection,Anomaly Detection,1,High,
A8US6Ge,A8,Anomaly detection in smart-health wearable data,US6,Gemini_1.5_flash,researcher,"As a researcher evaluating the system, I want access to performance metrics comparing the effectiveness of K-means and K- medoids for anomaly detection in healthcare data.",Health,anomaly detection,Anomaly Detection,1,High,
A8US7Ge,A8,Anomaly detection in smart-health wearable data,US7,Gemini_1.5_flash,administrator,"As a system administrator, I want the anomaly detection system to be secure and patient data to be anonymized to protect privacy.",Health,anomaly detection,Anomaly Detection,1,High,
A8US8Ge,A8,Anomaly detection in smart-health wearable data,US8,Gemini_1.5_flash,user,"As a user of the anomaly detection system, I want clear explanations and context about the detected anomalies to aid in understanding their potential significance.",Health,anomaly detection,Anomaly Detection,1,High,
A8US9Ge,A8,Anomaly detection in smart-health wearable data,US9,Gemini_1.5_flash,developer,"As a healthcare provider utilizing the system, I want the ability to adjust anomaly detection thresholds based on the patient's specific medical history and needs.",Health,anomaly detection,Anomaly Detection,1,High,
A8US10Ge,A8,Anomaly detection in smart-health wearable data,US10,Gemini_1.5_flash,advocate,"As a patient advocate, I want to be assured that the anomaly detection system is constantly monitored and improved to minimize false alarms and ensure timely detection of real health concerns.",Health,anomaly detection,Anomaly Detection,1,High,
A8US1Ll,A8,Anomaly detection in smart-health wearable data,US1,Llama 3.1 70b,cybersecurity expert,"As a cybersecurity expert, I want to use machine learning techniques to detect anomalies in network traffic to identify potential security threats and prevent intrusions.",Health,anomaly detection,Anomaly Detection,1,High,
A8US2Ll,A8,Anomaly detection in smart-health wearable data,US2,Llama 3.1 70b,analyst,"As a ficial analyst, I want to apply anomaly detection techniques to transactional data to identify fraudulent activities and prevent ficial losses.",Health,anomaly detection,Anomaly Detection,1,High,
A8US3Ll,A8,Anomaly detection in smart-health wearable data,US3,Llama 3.1 70b,engineer,"As a device maintece engineer, I want to use anomaly detection to identify unusual patterns in device health data to predict and prevent equipment failures.",Health,anomaly detection,Anomaly Detection,1,High,
A8US4Ll,A8,Anomaly detection in smart-health wearable data,US4,Llama 3.1 70b,manager,"As a data quality manager, I want to detect anomalies in data to identify and correct errors, ensuring that the data is accurate and reliable.",Health,anomaly detection,Anomaly Detection,1,High,
A8US5Ll,A8,Anomaly detection in smart-health wearable data,US5,Llama 3.1 70b,researcher,"As a researcher, I want to develop an anomaly detection system using unsupervised clustering techniques, such as K-means and K- medoids partitioning, to identify unusual patterns in data.",Health,anomaly detection,Anomaly Detection,1,High,
A8US6Ll,A8,Anomaly detection in smart-health wearable data,US6,Llama 3.1 70b,developer,"As a healthcare provider, I want to use wearable devices with embedded sensors to continuously monitor patients' health and detect anomalies in real- time, enabling early intervention and improved health outcomes.",Health,anomaly detection,Anomaly Detection,1,High,
A8US7Ll,A8,Anomaly detection in smart-health wearable data,US7,Llama 3.1 70b,caregiver,"As a caregiver, I want to receive alerts and notifications when anomalies are detected in a patient's health data, enabling me to provide timely and targeted care.",Health,anomaly detection,Anomaly Detection,1,High,
A8US8Ll,A8,Anomaly detection in smart-health wearable data,US8,Llama 3.1 70b,data scientist,"As a data scientist, I want to evaluate and compare the performance of different clustering algorithms, including K-means and K-medoids partitioning, to determine the most effective approach for anomaly detection.",Health,anomaly detection,Anomaly Detection,1,High,
A8US9Ll,A8,Anomaly detection in smart-health wearable data,US9,Llama 3.1 70b,developer,"As a developer, I want to integrate anomaly detection capabilities into smart healthcare systems to enable early-stage detection and improve the efficiency of health services.",Health,anomaly detection,Anomaly Detection,1,High,
A8US10Ll,A8,Anomaly detection in smart-health wearable data,US10,Llama 3.1 70b,patient,"As a patient, I want to benefit from wearable devices that can detect anomalies in my health data, enabling early detection and prevention of health problems, and improving my overall well-being.",Health,anomaly detection,Anomaly Detection,1,High,
